一	yī
𬒈	què
宧	yí
窅	yǎo
窊	wā
窎	diào
扅	yí
扆	yǐ
袪	qū
袗	zhěn
袯	bó
祧	tiāo
隺	hú
隺	hè
堲	jí
疍	dàn
𨺙	nì
陴	pī
烝	zhēng
砮	nǔ
㛚	tǒng
哿	gě
哿	jiā
翀	chōng
翂	fēn
剟	duō
𬳿	tú
𫄨	chī
绤	xì
骍	xīng
𬘫	huán
䂮	lüè
琎	jīn
珸	wú
珵	chéng
琄	xuàn
琈	fú
琈	fū
琀	hán
珺	jùn
掭	tiàn
堎	lèng
堐	yá
埼	qí
掎	jǐ
埫	chǒng
埫	shǎng
堌	gù
晢	zhé
𫮃	shàn
掞	shàn
掞	yàn
掞	yǎn
埪	kōng
壸	kǔn
㙍	duō
聍	níng
菝	bá
萚	tuò
菥	xī
莿	cì
䓫	jì
䓫	qí
勚	yì
䓬	zhuó
萆	bì
菂	dì
菍	niè
菍	rěn
菼	tǎn
萣	dìng
䓨	yīng
菉	lù
䓛	fǔ
䓛	gǔ
䓛	qū
梼	chóu
梼	táo
梼	dào
梽	zhì
桲	bó
桲	po
梾	lái
桯	tīng
桯	yíng
梣	chén
梣	cén
梌	tú
梌	chá
桹	láng
敔	yǔ
厣	yǎn
硔	hóng
鿎	tǎ
鿎	dá
硙	wéi
硙	wèi
硙	ái
硙	gài
硚	qiáo
硊	wěi
硊	guì
硍	kèn
硍	xiàn
硍	gǔn
硍	yǐn
勔	miǎn
䴕	liè
龁	hé
逴	chuō
唪	fěng
啫	zhě
啫	shì
翈	xiá
㫰	lǎng
晙	jùn
畤	zhì
畤	chóu
畤	shì
𬱖	dí
趼	jiǎn
跂	qí
跂	qǐ
蛃	bīng
蚲	píng
𬟽	dōng
蚺	rán
啴	tān
啴	chǎn
啴	tuō
䎃	rǎn
崧	sōng
崟	yín
崞	guō
崒	zú
崒	cuì
崌	jū
崡	hán
铏	xíng
𫓯	jī
𫟹	hóng
铕	yǒu
𫟼	dá
铖	chéng
铘	yé
铚	zhì
铞	diào
铥	diū
铴	tàng
铴	tāng
牻	máng
牿	gù
稆	lǚ
笱	gǒu
笯	nú
偰	xiè
偡	zhàn
鸺	xiū
偭	miǎn
偲	cāi
偲	sī
偁	chēng
偁	chèn
㿠	huàng
鄅	yǔ
偓	wò
徛	jì
衒	xuàn
舳	zhú
舲	líng
鸼	zhōu
悆	yù
悆	shū
鄃	shū
瓻	chī
䝙	chū
脶	luó
脞	cuǒ
脟	liè
䏲	dié
鱾	jǐ
猇	xiāo
猊	ní
猄	jīng
觖	jué
𠅤	xí
庱	chěng
庼	qǐng
庳	bēi
庳	bì
庳	pí
痓	zhì
痓	chì
䴔	jiāo
竫	jìng
堃	kūn
阌	wén
羝	dī
羕	yàng
焆	juān
焆	yè
烺	lǎng
焌	qū
焌	jùn
淏	hào
𬇹	guó
淟	tiǎn
淜	píng
淜	péng
淴	hū
淯	yù
湴	bàn
湴	pán
涴	wǎn
涴	wò
涴	yuān
𬍡	dàng
㥄	líng
惛	hūn
惛	mèn
惔	tán
惔	dàn
悰	cóng
惙	chuò
惙	chuì
寁	zǎn
逭	huàn
𬤇	yīn
𫍯	xián
袼	gē
裈	kūn
祲	jìn
𬤊	shì
𫍲	xiǎo
谞	xū
艴	fú
弸	péng
弶	jiàng
𬯎	tuí
隃	yú
隃	yáo
隃	shù
婞	xìng
娵	jū
婼	ruò
婼	chuò
媖	yīng
婳	huà
婍	qǐ
婌	shū
婫	hùn
婫	kūn
婤	zhōu
婤	chōu
婘	quán
婘	juàn
婠	wān
婠	wà
𬘬	qiàn
𬘭	lín
𬘭	chēn
𬴂	fēi
𫘦	táo
绹	táo
𫟅	liáng
𬘯	zhǔn
骕	sù
𫘧	lù
絜	xié
絜	jié
珷	wǔ
琲	bèi
琡	shū
琟	wéi
琟	yù
琔	diàn
琭	lù
堾	chuǎn
堾	chūn
堼	fēng
揕	zhèn
揕	zhēn
㙘	yāo
堧	ruán
喆	zhé
堨	è
堨	ài
堨	yè
塅	duàn
堠	hòu
絷	zhí
𪣻	lóu
𡎚	piǎn
葜	qiā
惎	jì
萳	nǎn
葙	xiāng
靬	jiān
葴	zhēn
蒇	chǎn
蒈	kǎi
鄚	mào
蒉	kuì
蒉	kuài
蓇	gū
萩	qiū
蒐	sōu
葰	jùn
葎	lǜ
鄑	zī
蒎	pài
葖	tū
蒄	guān
萹	biān
棤	què
棽	chēn
棽	shēn
棫	yù
椓	zhuó
椑	bēi
椑	pí
𬃊	zhì
鹀	wú
椆	chóu
椆	zhòu
椆	diāo
棓	bàng
棓	pǒu
棓	bèi
棓	bēi
棬	quān
棬	juàn
棪	yǎn
棪	yàn
椀	wǎn
楗	jiàn
𬷕	bū
𬷕	bǔ
甦	sū
酦	pō
酦	fā
觌	dí
奡	ào
皕	bì
硪	wò
欹	qī
詟	zhé
𫐐	ní
辌	liáng
棐	fěi
龂	yín
龂	kěn
𬹼	xiè
黹	zhǐ
牚	chēng
牚	chèng
睎	xī
晫	zhuó
晪	tiǎn
晱	shǎn
𧿹	mǔ
蛑	móu
畯	jùn
斝	jiǎ
喤	huáng
崶	fēng
嵁	kān
嵁	zhàn
𫶇	dié
崾	yǎo
嵅	hán
崿	è
嵚	qīn
翙	huì
𫖮	yǐ
圌	chuán
圌	chuí
圐	kū
赑	bì
淼	miǎo
赒	zhōu
鿏	mài
铹	láo
𬭊	dù
铽	tè
𨱇	qiú
𫓶	xuān
锊	lüè
锍	liǔ
锎	kāi
𬭎	hóng
锓	qǐn
犇	bēn
颋	tǐng
稌	tú
稌	shǔ
筀	guì
筘	kòu
筜	dāng
筥	jǔ
筅	xiǎn
傃	sù
傉	nù
翛	xiāo
傒	xī
傒	xì
傕	què
傕	jué
舾	xī
畬	shē
畬	yú
𫖯	fǔ
脿	biāo
腘	guó
䐃	jiǒng
腙	zōng
腒	jū
𬱟	wěi
鲃	bā
鲃	bà
猰	yà
猰	jiá
猰	qiè
𫛭	kuáng
猯	tuān
猯	tuàn
㺄	yǔ
馉	gǔ
凓	lì
鄗	hào
𫷷	xīn
廋	sōu
廆	guī
廆	wěi
廆	huì
鄌	táng
粢	zī
粢	cí
遆	dì
遆	tí
旐	zhào
𬮱	yīn
焞	tūn
𬊤	chǎn
欻	xū
欻	chuā
𣸣	fén
溚	dá
溚	tǎ
溁	yíng
湝	jiē
渰	yān
渰	yǎn
湓	pén
㴔	sè
㴔	yì
渟	tíng
渟	tīng
溠	zhà
渼	měi
溇	lóu
湣	mǐn
湣	hūn
湑	xǔ
湑	xū
溞	sāo
愐	miǎn
愃	xuān
敩	xiào
敩	xué
甯	níng
甯	nìng
棨	qǐ
扊	yǎn
裣	liǎn
祼	guàn
婻	nàn
媆	ruǎn
媆	nèn
媞	tí
㛹	pián
媓	huáng
媂	dì
媂	tí
媄	měi
毵	sān
矞	yù
矞	xù
矞	jué
𬴃	huō
𫘨	tí
缊	yùn
缊	yūn
缊	wēn
缐	xiàn
骙	kuí
瑃	chūn
瑓	liàn
瑅	tí
瑆	xīng
䴖	jīng
瑖	duàn
瑝	huáng
瑔	quán
瑀	yǔ
𤧛	dì
瑳	cuō
瑂	méi
嶅	áo
嶅	ào
瑑	zhuàn
遘	gòu
髢	dí
塥	gé
堽	gāng
赪	chēng
摛	chī
塝	bàng
搒	bàng
搒	péng
搌	zhǎn
蒱	pú
蒨	qiàn
蓏	luǒ
蔀	bù
蓢	lǎng
蓂	míng
蒻	ruò
蓣	yù
椹	zhēn
椹	shèn
楪	dié
楪	yè
榃	tán
榅	wēn
榅	yùn
楒	sī
楞	léng
楩	pián
榇	chèn
椸	yí
楙	máo
歅	yān
歅	yīn
𬪩	nóng
碃	qìng
碏	què
碏	xī
𬒔	gěng
碈	mín
䃅	dī
硿	kōng
鄠	hù
辒	wēn
𬨎	yóu
𫐓	bù
𫐓	róu
龆	tiáo
觜	zī
觜	zuǐ
䣘	táng
暕	jiǎn
暕	lán
鹍	kūn
𫫇	ě
𫫇	è
㬊	huǎn
暅	xuǎn
暅	gèng
跱	zhì
蜐	jié
蜎	yuān
嵲	niè
赗	fèng
骱	jiè
锖	qiāng
𫓹	jī
锘	nuò
锳	yīng
锧	zhì
锪	huò
𬭚	chún
锫	péi
锬	tán
𬭛	bō
稑	lù
稙	zhī
䅟	cǎn
𬕂	gōng
𬕂	lǒng
筻	gàng
筼	yún
筶	gào
筦	guǎn
筤	láng
筤	làng
傺	chì
鹎	bēi
僇	lù
艅	yú
艉	wěi
谼	hóng
貆	huán
貆	huān
腽	wà
腨	shuàn
腯	tú
鲉	yóu
鲊	zhǎ
鲊	zhà
鲌	bó
鲌	bà
䲟	yìn
𬶋	jū
𬶍	tuó
鲏	pí
雊	gòu
猺	yáo
飔	sī
觟	huà
觟	xiè
𦝼	lǘ
𦝼	lóu
馌	yè
裛	yì
廒	áo
瘀	yū
瘅	dàn
瘅	dān
鄘	yōng
鹒	gēng
鄜	fū
麀	yōu
鄣	zhāng
阘	tà
𫔶	niè
煁	chén
煃	kuǐ
煴	yūn
煴	yǔn
煋	xīng
煟	wèi
煓	tuān
滠	shè
溍	jìn
溹	suò
滆	gé
滉	huàng
溦	wēi
溵	yīn
漷	huǒ
漷	huò
漷	kuò
滧	yáo
滘	jiào
滍	zhì
愭	qí
慥	zào
慆	tāo
塱	lǎng
𫌀	jī
裼	xī
裼	tì
禋	yīn
禔	tí
禔	zhǐ
禘	dì
禒	xiǎn
谫	jiǎn
鹔	sù
𫖳	yūn
愍	mǐn
嫄	yuán
媱	yáo
戤	gài
勠	lù
戣	kuí
𫘪	yuán
𫘬	xí
缞	cuī
缞	suī
缞	shuāi
耤	jí
耤	jiè
瑧	zhēn
𫞩	mén
瑨	jìn
瑱	tiàn
瑱	tián
瑱	zhèn
瑷	ài
瑢	róng
斠	jiào
摏	chōng
墕	yàn
墈	kàn
墐	jìn
墘	qián
摴	chū
銎	qióng
𡐓	kāng
墚	liáng
撖	hàn
𪤗	liào
靽	bàn
鞁	bèi
蔌	sù
蔈	biāo
蓰	xǐ
蔹	liǎn
蔊	hàn
嘏	gǔ
嘏	jiǎ
榰	zhī
榑	fú
榑	fù
榑	bó
槚	jiǎ
𣗋	dǎng
槜	zuì
榍	xiè
疐	zhì
疐	dì
𬸘	yǎn
酺	pú
酾	shī
酾	shāi
酲	chéng
酴	tú
碶	qì
䃎	zhǎ
𬒗	lán
碨	wěi
碨	wèi
𥔲	è
碹	xuàn
碥	biǎn
劂	jué
𫚖	cǐ
䴗	jú
夥	huǒ
瞍	sǒu
鹖	hé
㬎	xiǎn
跽	jì
蜾	guǒ
幖	biāo
嶍	xí
圙	lüè
𨱏	dā
锺	zhōng
锼	sōu
锽	huáng
𬭤	hóu
锾	huán
锿	āi
镃	zī
镄	fèi
镅	méi
馝	bì
鹙	qiū
箨	tuò
箖	lín
箖	lǐn
劄	zhā
劄	zhá
僬	jiāo
僦	jiù
僔	zǔn
僎	zhuàn
槃	pán
㙦	xié
鲒	jié
鲕	ér
𫚕	shī
鲖	tóng
鲗	zéi
鲘	hòu
鲙	kuài
𬶐	zhào
𬶏	wéi
𩽾	ān
夐	xiòng
夐	xuàn
獍	jìng
飗	liú
𬸚	yuè
凘	sī
廑	jǐn
廑	qín
廙	yì
瘗	yì
瘥	chài
瘥	cuó
瘕	jiǎ
瘕	xiá
瘕	xiā
鲝	zhǎ
鄫	zēng
熇	hè
熇	xiāo
漹	yān
漖	jiào
潆	yíng
漤	lǎn
潩	yì
漼	cuǐ
漼	cuī
漴	chóng
漴	zhuàng
㽏	gàn
漈	jì
漋	lóng
漻	liáo
漻	liú
慬	qín
慬	jìn
慬	jǐn
窬	yú
窭	jù
㮾	lǎng
𬤝	huì
褕	yú
禛	zhēn
禚	zhuó
隩	ào
隩	yù
嫕	yì
嫭	hù
嫜	zhāng
嫪	lào
𬙂	yǎn
㻬	tú
麹	qū
璆	qiú
漦	chí
叇	dài
墣	pú
墦	fán
墡	shàn
劐	huō
薁	yù
蕰	yùn
蕰	wēn
蔃	qiáng
蔃	jiàng
鼒	zī
槱	yǒu
槱	chǎo
鹝	yì
磏	lián
磏	qiān
磉	sǎng
殣	jìn
慭	yìn
霅	zhá
暵	hàn
暲	zhāng
暶	xuán
踦	qī
踦	yǐ
踣	bó
䗖	dì
蝘	yǎn
蝲	là
蝤	qiú
蝤	yóu
噇	chuáng
噂	zūn
噀	xùn
罶	liǔ
嶲	guī
嶲	xī
嶲	juàn
嶓	bō
㠇	jiù
嶟	zūn
嶒	céng
镆	mò
镈	bó
镋	tǎng
镎	ná
𬭩	wēng
镕	róng
稹	zhěn
儇	xuān
皞	hào
皛	xiǎo
䴘	tī
艎	huáng
艏	shǒu
鹟	wēng
𩾃	miǎn
鲦	tiáo
鲪	jūn
鲬	yǒng
橥	zhū
觭	jī
觭	qí
鹠	liú
鹡	jī
糇	hóu
糈	xǔ
翦	jiǎn
鹢	yì
鹣	jiān
熛	biāo
潖	pá
潵	sàn
潵	sǎ
㵐	jué
澂	chéng
澛	lǔ
瑬	liú
潽	pū
潾	lín
潏	yù
憭	liǎo
憭	liáo
憕	chéng
憕	dèng
憕	zhèng
𬸣	xiān
戭	yǎn
褯	jiè
禤	xuān
𫍽	xuān
嫽	liáo
遹	yù
𬴊	lín
璥	jǐng
璲	suì
璒	dēng
憙	xǐ
擐	huàn
鄹	zōu
薳	yuǎn
薳	wěi
鞔	mán
鞔	mèn
黇	tiān
𬞟	pín
蕗	lù
薢	xiè
蕹	wèng
橞	huì
橑	liáo
橦	tóng
橦	chuáng
醑	xǔ
觱	bì
磡	kàn
𥕢	cáo
磜	qì
豮	fén
𫟦	suì
𬺈	yǐ
𫠜	ní
鹾	cuó
虤	yán
暿	xī
暿	xǐ
曌	zhào
曈	tóng
㬚	chè
蹅	chǎ
踶	dì
䗛	xiū
螗	táng
疁	liú
㠓	méng
幪	méng
𪩘	yǎn
嶦	zhān
嶦	shàn
𬭬	wèi
𬭬	huì
𨱑	huáng
𬭯	piě
馞	bó
穄	jì
篚	fěi
篯	jiǎn
篯	jiān
簉	zào
鼽	qiú
衠	zhūn
盦	ān
螣	téng
縢	téng
鲭	qīng
鲭	zhēng
鲯	qí
鲰	zōu
鲺	shī
鲹	shēn
𫗴	zhān
亸	duǒ
癀	huáng
瘭	biāo
𬸦	zhuó
羱	yuán
糒	bèi
燋	jiāo
燋	qiáo
燋	jué
燋	zhuó
熻	xī
燊	shēn
燚	yì
燏	yù
濩	huò
濩	hù
濋	chǔ
澪	líng
澽	jù
澴	huán
澭	yōng
澭	yǒng
澼	pì
憷	chù
憺	dàn
懔	lǐn
黉	hóng
嬛	huán
嬛	xuān
嬛	qióng
鹨	liù
翯	hè
𫄷	yì
璱	sè
𤩽	huán
璬	jiǎo
璮	tǎn
髽	zhuā
擿	tī
擿	zhì
擿	zhāi
薿	nǐ
薸	piáo
檑	léi
櫆	kuí
檞	jiě
醨	lí
繄	yī
磹	diàn
磻	pán
磻	bō
瞫	shěn
瞵	lín
蹐	jí
蟏	xiāo
㘎	hǎn
㘎	hàn
𬭳	xǐ
镤	pú
𬭶	hēi
𫔍	fán
镥	lǔ
镨	pǔ
𬭸	lín
𨱔	zūn
𬭼	suì
𫔎	jué
矰	zēng
穙	pú
穜	tóng
穜	zhǒng
穟	suì
簕	lè
簃	yí
簏	lù
儦	biāo
魋	tuí
斶	chù
艚	cáo
𬸪	fán
谿	xī
䲠	chūn
𬶟	là
鲾	bī
𬶠	liàn
鲿	cháng
鳁	wēn
鳂	wēi
鳈	quán
鳉	jiāng
獯	xūn
䗪	zhè
馘	guó
襕	lán
襚	suì
𬶨	jì
螱	wèi
甓	pì
嬬	rú
嬥	tiǎo
𦈡	xū
𫄸	xūn
瓀	ruǎn
釐	lí
釐	xǐ
釐	xī
鬶	guī
爇	ruò
鞳	tà
鞮	dī
𬟁	yì
藟	lěi
藦	mò
藨	biāo
藨	pāo
鹲	méng
檫	chá
黡	yǎn
礞	méng
礌	léi
礌	lěi
𥖨	zào
蹢	dí
蹢	zhí
蹜	sù
蟫	yín
蟫	xún
䗴	tíng
嚚	yín
髃	yú
镮	huán
镱	yì
酂	cuó
酂	zàn
馧	yūn
馧	wò
簠	fǔ
簝	liáo
簰	pái
鼫	shí
鼩	qú
皦	jiǎo
臑	nào
䲢	téng
鳑	páng
鳒	jiān
鹱	hù
鹯	zhān
癗	lěi
𦒍	tóng
旞	suì
翷	lín
冁	chǎn
䎖	zēng
瀔	gǔ
瀍	chán
瀌	biāo
襜	chān
䴙	pì
𬙊	mò
嚭	pǐ
㰀	lí
鬷	zōng
醭	bú
蹯	fán
蠋	zhú
翾	xuān
鳘	mǐn
儳	chán
儳	chàn
儴	ráng
儴	xiāng
鼗	táo
𬶭	jì
𩾌	kāng
鳚	wèi
鳛	xí
麑	ní
麖	jīng
蠃	luǒ
彟	huò
嬿	yàn
鬒	zhěn
蘘	ráng
欂	bó
醵	jù
颥	rú
甗	yǎn
𨟠	què
𨟠	jué
𨟠	quān
巇	xī
酅	xī
髎	liáo
犨	chōu
𬶮	xǐ
𨭉	bān
㸌	huò
爔	xī
瀱	jì
瀹	yuè
瀼	ráng
瀼	nǎng
瀵	fèn
襫	shì
孅	xiān
孅	qiān
骦	shuāng
𬙋	xiāng
耰	yōu
𤫉	xiè
瓖	xiāng
鬘	mán
趯	tì
趯	yuè
𬺓	chǔ
罍	léi
鼱	jīng
鳠	hù
鳡	gǎn
鳣	zhān
鳣	shàn
爟	guàn
爚	yuè
灈	qú
韂	chàn
糵	niè
蘼	mí
礵	shuāng
鹴	shuāng
躔	chán
皭	jiào
龢	hé
鳤	guǎn
亹	wěi
亹	mén
籥	yuè
鼷	xī
𫚭	liè
玃	jué
醾	mí
齇	zhā
觿	xī
蠼	qú
